artist;artistIds;asciiName;attractionLights;availability;boosterTypes;borderColor;cardParts;colorIdentity;colorIndicator;colors;defense;duelDeck;edhrecRank;edhrecSaltiness;faceConvertedManaCost;faceFlavorName;faceManaValue;faceName;finishes;flavorName;flavorText;frameEffects;frameVersion;hand;hasAlternativeDeckLimit;hasContentWarning;hasFoil;hasNonFoil;isAlternative;isFullArt;isFunny;isOnlineOnly;isOversized;isPromo;isRebalanced;isReprint;isReserved;isStarter;isStorySpotlight;isTextless;isTimeshifted;keywords;language;layout;leadershipSkills;life;loyalty;manaCost;manaValue;name;number;originalPrintings;originalReleaseDate;originalText;originalType;otherFaceIds;power;printings;promoTypes;rarity;rebalancedPrintings;relatedCards;securityStamp;setCode;side;signature;subsets;subtypes;supertypes;text;toughness;type;types;uuid;variations;watermark
Greg Staples;93d65564-bf00-447b-8406-e2031f03b6b1;;;paper;;black;;G, U, W;;G, U, W;;;14679.0;;;;;;etched;;"Her wings are the prayers of the devoted; her sword, the despair of the vile.";inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;Flying, Shroud;English;normal;;;;{4}{G}{W}{W}{U};8.0;Empyrial Archangel;493;;;Flying\nShroud (This creature can't be the target of spells or abilities.)\nAll damage that would be dealt to you is dealt to Empyrial Archangel instead.;Creature — Angel;;5;2X2, ALA;boosterfun;rare;;;oval;2X2;;;;Angel;;Flying\nShroud (This creature can't be the target of spells or abilities.)\nAll damage that would be dealt to you is dealt to Empyrial Archangel instead.;8;Creature — Angel;Creature;c8a00807-bb42-594a-9a79-4e7985d8db9c;8ec07169-8188-5c0a-978c-09c48d6e5bd5;
James Ryman;3852bbc9-11c0-4fe3-8722-a06ad7e2bcc5;;;paper;;black;;G, U;;G, U;;;4844.0;0.4;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{2}{G}{U};4.0;Ezuri, Claw of Progress;494;;;Whenever a creature with power 2 or less enters the battlefield under your control, you get an experience counter.\nAt the beginning of combat on your turn, put X +1/+1 counters on another target creature you control, where X is the number of experience counters you have.;Legendary Creature — Phyrexian Elf Warrior;;3;2X2, C15, MUL, OC15, PJ21, PLIST, PZ1;boosterfun;mythic;;;oval;2X2;;;;Phyrexian, Elf, Warrior;Legendary;Whenever a creature with power 2 or less enters the battlefield under your control, you get an experience counter.\nAt the beginning of combat on your turn, put X +1/+1 counters on another target creature you control, where X is the number of experience counters you have.;3;Legendary Creature — Phyrexian Elf Warrior;Creature;6502f553-422b-5588-8576-4e2c69ac1f27;0f327954-9e82-50d6-95d5-5f6388e443e5;
Mathias Kollros;2ae0dd12-047c-4efb-80d7-bccc3bac5fba;;;paper;;black;;G, R, W;;G, R, W;;;17216.0;0.27;;;;;etched;;When the rebels couldn't breach the castle to kill Lalor the Obstinate, they tried a more internal approach to depose the pretender king.;inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{R}{G}{W};3.0;Fiery Justice;495;;;Fiery Justice deals 5 damage divided as you choose among any number of targets. Target opponent gains 5 life.;Sorcery;;;2X2, C13, ICE, MM3, PLIST, TSB;boosterfun;rare;;;oval;2X2;;;;;;Fiery Justice deals 5 damage divided as you choose among any number of targets. Target opponent gains 5 life.;;Sorcery;Sorcery;d2956b35-e5c9-5352-bd49-f9deaf2fde30;8c71ba45-4ce8-5a79-a04e-0173c5283a11;
Scott M. Fischer;23b0cf43-3e43-44c6-8329-96446eca5bce;;;paper;;black;;R, W;;R, W;;;9355.0;;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{R/W};1.0;Figure of Destiny;496;;;{GU}: Figure of Destiny becomes a Kithkin Spirit with base power and toughness 2/2.\n{GU}{GU}{GU}: If Figure of Destiny is a Spirit, it becomes a Kithkin Spirit Warrior with base power and toughness 4/4.\n{GU}{GU}{GU}{GU}{GU}{GU}: If Figure of Destiny is a Warrior, it becomes a Kithkin Spirit Warrior Avatar with base power and toughness 8/8, flying, and first strike.;Creature — Kithkin;;1;2X2, DDL, EVE, MMA, PD2, PEVE, PRM;boosterfun;rare;;;oval;2X2;;;;Kithkin;;{R/W}: Figure of Destiny becomes a Kithkin Spirit with base power and toughness 2/2.\n{R/W}{R/W}{R/W}: If Figure of Destiny is a Spirit, it becomes a Kithkin Spirit Warrior with base power and toughness 4/4.\n{R/W}{R/W}{R/W}{R/W}{R/W}{R/W}: If Figure of Destiny is a Warrior, it becomes a Kithkin Spirit Warrior Avatar with base power and toughness 8/8, flying, and first strike.;1;Creature — Kithkin;Creature;f5892f2f-6551-5610-9272-2a9abc142e25;c488933c-1aee-5ed1-9c16-53acf427dc77;
Zoltan Boros;1885e6cb-c827-4896-994e-3d0a027d602f;;;paper;;black;;R, W;;R, W;;;7378.0;0.73;;;;;etched;;The peaks of Hurloon never fall silent.;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{4}{R}{W};6.0;Firesong and Sunspeaker;497;;;Red instant and sorcery spells you control have lifelink.\nWhenever a white instant or sorcery spell causes you to gain life, Firesong and Sunspeaker deals 3 damage to target creature or player.;Legendary Creature — Minotaur Cleric;;4;2X2, DOM, MUL, PZ2;boosterfun;rare;;;oval;2X2;;;;Minotaur, Cleric;Legendary;Red instant and sorcery spells you control have lifelink.\nWhenever a white instant or sorcery spell causes you to gain life, Firesong and Sunspeaker deals 3 damage to target creature or player.;6;Legendary Creature — Minotaur Cleric;Creature;bc41a9c7-755b-5235-9125-cfbc5c51ee01;8009ba0e-a15b-503a-b204-9b880602ca4d;
James Paick;1a7be0a2-d8ac-45c7-b0a0-eb0886f47b5f;;;paper;;black;;B, G, W;;B, G, W;;;4834.0;0.38;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{2}{W}{B}{G};5.0;Ghave, Guru of Spores;498;;;Ghave, Guru of Spores enters the battlefield with five +1/+1 counters on it.\n{1}, Remove a +1/+1 counter from a creature you control: Create a 1/1 green Saproling creature token.\n{1}, Sacrifice a creature: Put a +1/+1 counter on target creature.;Legendary Creature — Fungus Shaman;;0;2X2, C16, CM2, CMD, OCMD, PZ1, SLD;boosterfun;mythic;;;oval;2X2;;;;Fungus, Shaman;Legendary;Ghave, Guru of Spores enters the battlefield with five +1/+1 counters on it.\n{1}, Remove a +1/+1 counter from a creature you control: Create a 1/1 green Saproling creature token.\n{1}, Sacrifice a creature: Put a +1/+1 counter on target creature.;0;Legendary Creature — Fungus Shaman;Creature;10caf812-a1c9-54cc-8ae4-7c64cf3c77cc;95488514-0f79-5dd6-b4a3-18a0b387ba50;
Kev Walker;f366a0ee-a0cd-466d-ba6a-90058c7a31a6;;;paper;;black;;B, U;;B, U;;;6648.0;0.06;;;;;etched;;Those who displease Oona soon learn the extent of the armies she commands.;inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;Flying;English;normal;;;;{1}{U/B}{U/B}{U/B};4.0;Glen Elendra Liege;499;;;Flying\nOther blue creatures you control get +1/+1.\nOther black creatures you control get +1/+1.;Creature — Faerie Knight;;2;2X2, PC2, PCA, SHM;boosterfun;rare;;;oval;2X2;;;;Faerie, Knight;;Flying\nOther blue creatures you control get +1/+1.\nOther black creatures you control get +1/+1.;3;Creature — Faerie Knight;Creature;a4e81dcf-0ea1-5b33-b073-056bbac6a52a;84f66fd6-48b1-5152-b153-b92b896268d1;
Brandon Kitkouski;0330b5e8-2cf0-4ecb-8fd7-e20a18bdeb20;;;paper;;black;;B, U;;B, U;;;4950.0;0.24;;;;;etched;;"""I am confident that if anyone actually penetrates our facades, even the most perceptive would still be fundamentally unprepared for the truth of House Dimir.""\n—Szadek";inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;Mill;English;normal;;;;{U}{B};2.0;Glimpse the Unthinkable;500;;;Target player mills ten cards.;Sorcery;;;2X2, GK1, HA6, IMA, PRM, RAV;boosterfun;rare;;;oval;2X2;;;;;;Target player mills ten cards.;;Sorcery;Sorcery;f5241c77-8d09-5c78-8572-de45aca9569e;f27bb4fd-15bd-5d09-b9cc-777424f1ad13, 3095c89b-909d-5203-849e-0f4d9a12c2fe;
Zoltan Boros & Gabor Szikszai;1885e6cb-c827-4896-994e-3d0a027d602f, 44c3877f-8771-43dc-9e40-f4c765f59d2e;;;paper;;black;;U, W;;U, W;;;1835.0;2.02;;;;;etched;;The Arbiter is a conduit of justice, a will so disciplined that it dispenses justice without ego or remorse.;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{2}{W}{U};4.0;Grand Arbiter Augustin IV;501;;;White spells you cast cost {1} less to cast.\nBlue spells you cast cost {1} less to cast.\nSpells your opponents cast cost {1} more to cast.;Legendary Creature — Human Advisor;;2;2X2, DIS, MMA, PJ21, PLIST, PRM;boosterfun;rare;;;oval;2X2;;;;Human, Advisor;Legendary;White spells you cast cost {1} less to cast.\nBlue spells you cast cost {1} less to cast.\nSpells your opponents cast cost {1} more to cast.;3;Legendary Creature — Human Advisor;Creature;02f406d8-b1d5-5be6-9b90-263bc8414ee5;d9f634fb-ddd4-5284-9959-a9dfda961e0a, ab0fd9eb-fb14-58e1-b39a-07973bb9d859;
Mathias Kollros;2ae0dd12-047c-4efb-80d7-bccc3bac5fba;;;paper;;black;;B, G;;B, G;;;9547.0;0.11;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;Delirium, Surveil, Trample;English;normal;;;;{B}{G};2.0;Grim Flayer;502;;;Trample\nWhenever Grim Flayer deals combat damage to a player, look at the top three cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.\nDelirium — Grim Flayer gets +2/+2 as long as there are four or more card types among cards in your graveyard.;Creature — Human Warrior;;2;2X2, EMN, PEMN, PRM, SIR;boosterfun;rare;;;oval;2X2;;;;Human, Warrior;;Trample\nWhenever Grim Flayer deals combat damage to a player, surveil 3. (Look at the top three cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)\nDelirium — Grim Flayer gets +2/+2 as long as there are four or more card types among cards in your graveyard.;2;Creature — Human Warrior;Creature;89d6aacc-feab-5f23-8957-3d4ddc42df2d;e8d96510-39bf-577f-a1b1-4e8a062b127e, 86ab57f0-4d43-55e9-8b58-78d9ec3151b1;
Alex Horley-Orlandelli;1631a2ad-bf03-4ab9-b86c-60da982d58a1;;;paper;;black;;G, R, U;;G, R, U;;;7786.0;0.2;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{G}{U}{R};3.0;Guided Passage;503;;;Reveal the cards in your library. An opponent chooses from among them a creature card, a land card, and a noncreature, nonland card. You put the chosen cards into your hand. Then shuffle.;Sorcery;;;2X2, APC, MB1;boosterfun;rare;;;oval;2X2;;;;;;Reveal the cards in your library. An opponent chooses from among them a creature card, a land card, and a noncreature, nonland card. You put the chosen cards into your hand. Then shuffle.;;Sorcery;Sorcery;9cf61818-b9c9-5d87-9903-72d7aaed24d8;2dd0140b-602c-5362-abf6-3dd2f08cd96b;
Justin Sweet;bb15780e-8f96-4823-b258-a7a9fd79b02c;;;paper;;black;;B, G, R;;B, G, R;;;10345.0;0.05;;;;;etched;;"""The dragon has no pretense of compassion, no false mask of civilization—just hunger, heat, and need.""\n—Sarkhan Vol";inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;Flying, Haste, Trample;English;normal;;;;{4}{B}{R}{R}{G};8.0;Hellkite Overlord;504;;;Flying, trample, haste\n{R}: Hellkite Overlord gets +1/+0 until end of turn.\n{B}{G}: Regenerate Hellkite Overlord.;Creature — Dragon;;8;2X2, ALA, DRB, PLIST;boosterfun;mythic;;;oval;2X2;;;;Dragon;;Flying, trample, haste\n{R}: Hellkite Overlord gets +1/+0 until end of turn.\n{B}{G}: Regenerate Hellkite Overlord.;8;Creature — Dragon;Creature;116db879-ae86-5c15-9e13-b1fda9a60c74;df571be4-e69a-5459-9b6f-26a93cd57031;
Wayne Reynolds;afc47cec-3ccc-404e-a8c6-4d83dd504271;;;paper;;black;;B, U;;B, U;;;1376.0;0.61;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{2}{U}{B};4.0;Hostage Taker;505;;;When Hostage Taker enters the battlefield, exile another target creature or artifact until Hostage Taker leaves the battlefield. You may cast that card for as long as it remains exiled, and you may spend mana as though it were mana of any type to cast that spell.;Creature — Human Pirate;;2;2X2, AFC, LTC, PRM, PXLN, XLN;boosterfun;rare;;;oval;2X2;;;;Human, Pirate;;When Hostage Taker enters the battlefield, exile another target creature or artifact until Hostage Taker leaves the battlefield. You may cast that card for as long as it remains exiled, and mana of any type can be spent to cast it.;3;Creature — Human Pirate;Creature;1e1f7031-0a13-5b09-931e-46e0d2f3130b;b02a234d-3024-53a9-a993-81d1a0c3ab81;
Jason Felix;af42a44c-8ec3-47a7-9047-5d29ddad186d;;;paper;;black;;G, U;;G, U;;;1952.0;0.3;;;;;etched;;Havoc is a small price to pay for data.;inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;Flying, Trample;English;normal;;;;{X}{G}{U};2.0;Hydroid Krasis;506;;;When you cast this spell, you gain half X life and draw half X cards. Round down each time.\nFlying, trample\nHydroid Krasis enters the battlefield with X +1/+1 counters on it.;Creature — Jellyfish Hydra Beast;;0;2X2, PRNA, RNA;boosterfun;rare;;;oval;2X2;;;;Jellyfish, Hydra, Beast;;When you cast this spell, you gain half X life and draw half X cards. Round down each time.\nFlying, trample\nHydroid Krasis enters the battlefield with X +1/+1 counters on it.;0;Creature — Jellyfish Hydra Beast;Creature;4d313756-01b5-54f3-8342-fd880bc568a1;0d9bd644-be84-58da-865c-f0a39ecefd8a;
Dan Scott;f852fa13-137e-40f2-bbc1-0f01df09c0e0;;;paper;;black;;G, R, U;;G, R, U;;;4965.0;0.18;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;1.0;;;;Flying;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{3}{G}{U}{R};6.0;Intet, the Dreamer;507;;;Flying\nWhenever Intet, the Dreamer deals combat damage to a player, you may pay {2}{U}. If you do, exile the top card of your library face down. You may look at that card for as long as it remains exiled. You may play that card without paying its mana cost for as long as Intet remains on the battlefield.;Legendary Creature — Dragon;;6;2X2, C17, CMD, OCMD, PLC;boosterfun;rare;;;oval;2X2;;;;Dragon;Legendary;Flying\nWhenever Intet, the Dreamer deals combat damage to a player, you may pay {2}{U}. If you do, exile the top card of your library face down. You may look at that card for as long as it remains exiled. You may play that card without paying its mana cost for as long as Intet remains on the battlefield.;6;Legendary Creature — Dragon;Creature;fa75d027-5cdf-5a50-895e-2a4d7cd5fce2;c534f0cf-dbc5-5918-a1d2-b21ad4762fe0;
Dan Scott;f852fa13-137e-40f2-bbc1-0f01df09c0e0;;;paper;;black;;R, U, W;;R, U, W;;;2398.0;0.28;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{U}{R}{W};3.0;Jeskai Ascendancy;508;;;Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn. Untap those creatures.\nWhenever you cast a noncreature spell, you may draw a card. If you do, discard a card.;Enchantment;;;2X2, KTK, PKTK;boosterfun;rare;;;oval;2X2;;;;;;Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn. Untap those creatures.\nWhenever you cast a noncreature spell, you may draw a card. If you do, discard a card.;;Enchantment;Enchantment;b18e7855-762c-5545-88b6-af93a23b4120;cffb93bf-c1db-5ee3-9320-78ebd4125109;
Yongjae Choi;5ab91c3b-a6da-4751-a56e-81d0f61a67ab;;;paper;;black;;B, G, R, U, W;;R, U, W;;;2635.0;0.6;;;;;etched;;"""Chronicles across the ages describe Jodah. They likely refer not to one mage, but to a family or an arcane title.""\n—Arkol, Argivian scholar";legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Flying;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{1}{U}{R}{W};4.0;Jodah, Archmage Eternal;509;;;Flying\nYou may pay {W}{U}{B}{R}{G} rather than pay the mana cost for spells that you cast.;Legendary Creature — Human Wizard;;4;2X2, DOM, PDOM;boosterfun;rare;;;oval;2X2;;;;Human, Wizard;Legendary;Flying\nYou may pay {W}{U}{B}{R}{G} rather than pay the mana cost for spells that you cast.;3;Legendary Creature — Human Wizard;Creature;c7b92ec3-357b-58b2-a101-5270a201bcfc;6b063fe6-b14b-5699-8908-90f0679cbeb3;
Wesley Burt;b98c9d94-8bdb-49af-871d-7bac92274535;;;paper;;black;;B, R;;B, R;;;2672.0;0.13;;;;;etched;;At the end of the show, she stands alone on a stage brilliant with blood.;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{1}{B}{R};3.0;Judith, the Scourge Diva;510;;;Other creatures you control get +1/+0.\nWhenever a nontoken creature you control dies, Judith, the Scourge Diva deals 1 damage to any target.;Legendary Creature — Human Shaman;;2;2X2, MUL, PRNA, RNA;boosterfun;rare;;;oval;2X2;;;;Human, Shaman;Legendary;Other creatures you control get +1/+0.\nWhenever a nontoken creature you control dies, Judith, the Scourge Diva deals 1 damage to any target.;2;Legendary Creature — Human Shaman;Creature;aefae7a1-17bd-5ccb-827c-0d5bb8f940d7;f6238e61-70de-5c8f-9381-7d19f797ad76;
Michael Komarck;96a53b95-fe5f-4fbb-9411-ccf4ee150aca;;;paper;;black;;B, R, W;;B, R, W;;;3128.0;1.17;;;;;etched;;"""I'll have my revenge if I have to call on every force from above and below.""";legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Flying;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{1}{R}{W}{B};4.0;Kaalia of the Vast;511;;;Flying\nWhenever Kaalia of the Vast attacks an opponent, you may put an Angel, Demon, or Dragon creature card from your hand onto the battlefield tapped and attacking that opponent.;Legendary Creature — Human Cleric;;2;2X2, 2XM, CM1, CMA, CMD, OCMD, PRM, PZ1;boosterfun;mythic;;;oval;2X2;;;;Human, Cleric;Legendary;Flying\nWhenever Kaalia of the Vast attacks an opponent, you may put an Angel, Demon, or Dragon creature card from your hand onto the battlefield tapped and attacking that opponent.;2;Legendary Creature — Human Cleric;Creature;0bbbca26-562b-5724-88fd-aae0f889a13f;ce143ef3-0096-5b2d-80a0-93ea338b279a;
rk post;81ae0f3f-1d88-4125-9aeb-b15b4c734c82;;;paper;;black;;B, R;;B, R;;;3046.0;0.75;;;;;etched;;"""Rats and jackals feast in his swath, but even they will not walk with him.""\n—Mangara";legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{5}{B}{R};7.0;Kaervek the Merciless;512;;;Whenever an opponent casts a spell, Kaervek the Merciless deals damage equal to that spell's mana value to any target.;Legendary Creature — Human Shaman;;5;2X2, ARC, SCD, TSP, TSR;boosterfun;rare;;;oval;2X2;;;;Human, Shaman;Legendary;Whenever an opponent casts a spell, Kaervek the Merciless deals damage equal to that spell's mana value to any target.;4;Legendary Creature — Human Shaman;Creature;7a9ca742-9b06-549f-b975-fc91971dcb38;88fad682-8a9e-53ef-ab82-8a6ef5b789d1;
Vincent Proce;d82b1138-76d3-49f7-9d8c-bc2e2d3e0b0a;;;paper;;black;;B, W;;B, W;;;950.0;0.83;;;;;etched;;"He has ""friends"" in places both high and low, and all seem to owe him favors.";legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{1}{W}{B};3.0;Kambal, Consul of Allocation;513;;;Whenever an opponent casts a noncreature spell, that player loses 2 life and you gain 2 life.;Legendary Creature — Human Advisor;;2;2X2, KLD, KLR, PKLD;boosterfun;rare;;;oval;2X2;;;;Human, Advisor;Legendary;Whenever an opponent casts a noncreature spell, that player loses 2 life and you gain 2 life.;3;Legendary Creature — Human Advisor;Creature;b29d06ea-07cc-5623-b6f4-8d8448d23b04;9aa56a84-2427-5d92-95b3-9c7308a41de0;
Todd Lockwood;d0b9f3cc-13fb-42b6-bc43-b034728e5c7b;;;paper;;black;;B, G, W;;B, G, W;;;5973.0;0.39;;;;;etched;;"""Death tried to uncrown me. But now I return, king of a greater realm.""";legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{5}{W}{B}{G};8.0;Karador, Ghost Chieftain;514;;;This spell costs {1} less to cast for each creature card in your graveyard.\nOnce during each of your turns, you may cast a creature spell from your graveyard.;Legendary Creature — Centaur Spirit;;3;2X2, CMD, CMM, CMR, J14, OCMD, PLIST, PRM;boosterfun;mythic;;;oval;2X2;;;;Centaur, Spirit;Legendary;This spell costs {1} less to cast for each creature card in your graveyard.\nDuring each of your turns, you may cast a creature spell from your graveyard.;4;Legendary Creature — Centaur Spirit;Creature;41aa892e-1a1f-5ca3-830e-c502988b5257;f119390e-0e74-5172-91f2-1360a641b20c;
Daarken;e607a0d4-fc12-4c01-9e3f-501f5269b9cb;;;paper;;black;;B, R;;B, R;;;3197.0;0.18;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{B}{R};3.0;Kolaghan's Command;515;;;Choose two —\n• Return target creature card from your graveyard to your hand.\n• Target player discards a card.\n• Destroy target artifact.\n• Kolaghan's Command deals 2 damage to any target.;Instant;;;2X2, DTK, HA5, MB1, PDTK, PRM;boosterfun;rare;;;oval;2X2;;;;;;Choose two —\n• Return target creature card from your graveyard to your hand.\n• Target player discards a card.\n• Destroy target artifact.\n• Kolaghan's Command deals 2 damage to any target.;;Instant;Instant;8f77344a-a55f-5147-9424-2784877afc90;230f89d4-9778-5de6-a3b7-2b85b8ebe8ee, e5524868-2e11-56d1-8ab6-04fe70ece2a7;
Steve Argyle;a44ddda4-5331-4f83-aac9-3e00ed36bd7b;;;paper;;black;;B, G, R;;B, G, R;;;5123.0;0.12;;;;;etched;;Alara's burning blood cannot be contained by mere earth and stone.;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{X}{B}{R}{G};3.0;Lavalanche;516;;;Lavalanche deals X damage to target player or planeswalker and each creature that player or that planeswalker's controller controls.;Sorcery;;;2X2, ARB, C16, C18, DMC;boosterfun;rare;;;oval;2X2;;;;;;Lavalanche deals X damage to target player or planeswalker and each creature that player or that planeswalker's controller controls.;;Sorcery;Sorcery;119afbfb-8425-5915-8530-3d0cbb9e8720;7e9a04e4-0081-567b-88e4-5faf03c6dd2b;
Jaime Jones;92f6c2c1-fa57-4b52-99c4-0fd866c13dc9;;;paper;;black;;R, W;;R, W;;;5220.0;0.19;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{R}{W};2.0;Legion's Initiative;517;;;Red creatures you control get +1/+0.\nWhite creatures you control get +0/+1.\n{R}{W}, Exile Legion's Initiative: Exile all creatures you control. At the beginning of the next combat, return those cards to the battlefield under their owner's control and those creatures gain haste until end of turn.;Enchantment;;;2X2, DGM;boosterfun;rare;;;oval;2X2;;;;;;Red creatures you control get +1/+0.\nWhite creatures you control get +0/+1.\n{R}{W}, Exile Legion's Initiative: Exile all creatures you control. At the beginning of the next combat, return those cards to the battlefield under their owner's control and those creatures gain haste until end of turn.;;Enchantment;Enchantment;c5e749f6-ad3e-59d8-890a-78ae253e96cb;f4ca29b1-6047-59cc-927f-2d02c5deba0b;
Izzy;2c3d2473-ff5d-4309-8194-e0b2def2ab65;;;paper;;black;;B, G;;B, G;;;4406.0;0.19;;;;;etched;;The forlorn cries of the dead combine to make its laugh.;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{3}{B}{G};5.0;Lord of Extinction;518;;;Lord of Extinction's power and toughness are each equal to the number of cards in all graveyards.;Creature — Elemental;;*;2X2, AKR, ARB, MP2, PUMA, UMA;boosterfun;mythic;;;oval;2X2;;;;Elemental;;Lord of Extinction's power and toughness are each equal to the number of cards in all graveyards.;*;Creature — Elemental;Creature;5e9b2e4b-da3a-5692-83b8-d4def2f7f958;10020527-fbad-500a-9996-219202ed797b;
Steven Belledin;f07d73b9-52a0-4fe5-858b-61f7b42174a5;;;paper;;black;;B, U, W;;B, U, W;;;5666.0;0.92;;;;;etched;;"""These benighted worlds are thick with ignorance. I will educate them. They will listen, or they will die.""";inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Flying;English;normal;;;;{4}{W}{U}{B};7.0;Magister Sphinx;519;;;Flying\nWhen Magister Sphinx enters the battlefield, target player's life total becomes 10.;Artifact Creature — Sphinx;;5;2X2, ARC, CON;boosterfun;rare;;;oval;2X2;;;;Sphinx;;Flying\nWhen Magister Sphinx enters the battlefield, target player's life total becomes 10.;5;Artifact Creature — Sphinx;Artifact, Creature;503b9284-2472-5683-9188-0f193e7b7b63;8a9c820c-1959-58af-92c9-1da98df43a9c;
Matt Stewart;20871267-2d8a-41d5-b03a-be3d557c5734;;;paper;;black;;B, R, U;;B, R, U;;;2821.0;0.59;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Dethrone;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{1}{U}{B}{R};4.0;Marchesa, the Black Rose;520;;;Dethrone (Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)\nOther creatures you control have dethrone.\nWhenever a creature you control with a +1/+1 counter on it dies, return that card to the battlefield under your control at the beginning of the next end step.;Legendary Creature — Human Wizard;;3;2X2, C17, CNS, PRM, PZ1, VMA;boosterfun;rare;;;oval;2X2;;;;Human, Wizard;Legendary;Dethrone (Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)\nOther creatures you control have dethrone.\nWhenever a creature you control with a +1/+1 counter on it dies, return that card to the battlefield under your control at the beginning of the next end step.;3;Legendary Creature — Human Wizard;Creature;8f1a847d-eb05-5a3d-85f9-2cb84d23b7af;0f906c25-1f97-55a6-a815-ef9316b7582a, cdc3a0d2-3c56-50c5-84c1-39d3d985c8fd;
Willian Murai;5a553c8e-e3b9-40e0-bde5-1db621c53939;;;paper;;black;;G, U;;G, U;;;1776.0;0.21;;;;;etched;;"""Nature is a wonderful engineer but works far too slowly for my tastes.""";inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{G}{U};4.0;Master Biomancer;521;;;Each other creature you control enters the battlefield with a number of additional +1/+1 counters on it equal to Master Biomancer's power and as a Mutant in addition to its other types.;Creature — Elf Wizard;;2;2X2, C16, C21, CM2, GTC;boosterfun;rare;;;oval;2X2;;;;Elf, Wizard;;Each other creature you control enters the battlefield with a number of additional +1/+1 counters on it equal to Master Biomancer's power and as a Mutant in addition to its other types.;4;Creature — Elf Wizard;Creature;f07fd5e2-c604-5663-9db9-53fd4f1c4562;bd6a5ddb-00ff-54de-8690-b69aca0a001f;
